TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,3,8,5,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,17,5,38,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,23,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,23,19,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,4,1,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,4,6,10,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,13,12,44,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,19,3,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,27,19,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,11,13,5,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,22,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,23,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,27,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
